,CustomerID,LTDValue,PurchaseFrequency,MostRecentPurchase,PurchaseRecencyDays
3275,16810.0,309.54,1,2011-05-31 15:32:00,191
3276,16811.0,547.07,2,2011-12-05 11:39:00,4
3277,16812.0,479.35,1,2010-12-14 12:35:00,360
3278,16813.0,1692.98,10,2011-12-01 14:03:00,7
3280,16816.0,417.06,4,2011-08-28 14:16:00,102
3281,16817.0,1604.75,9,2011-12-07 11:03:00,2
3282,16818.0,3349.57,11,2011-11-29 10:41:00,10
3283,16820.0,497.61,1,2011-09-05 12:06:00,95
3284,16823.0,358.38,1,2011-04-26 15:00:00,226
3285,16824.0,460.64,2,2011-11-24 12:38:00,15
3286,16825.0,775.1800000000001,2,2011-11-01 11:51:00,38
3287,16826.0,341.7,1,2011-10-19 14:05:00,50
3288,16828.0,113.5,1,2011-08-19 13:24:00,111
3289,16829.0,197.22,1,2011-07-06 10:48:00,156
3290,16830.0,325.91,1,2011-11-01 11:35:00,38
3291,16832.0,199.15,3,2011-06-08 15:36:00,183
3292,16833.0,1106.53,4,2011-12-08 14:39:00,0
3293,16834.0,413.46,1,2011-04-26 09:37:00,227
3294,16835.0,180.85,2,2011-08-03 13:50:00,127
3295,16836.0,251.87,2,2011-10-31 10:05:00,39
3296,16837.0,3170.98,11,2011-11-08 14:27:00,30
3297,16838.0,588.85,2,2011-05-26 13:13:00,196
3299,16841.0,1869.82,6,2011-11-03 11:51:00,36
3300,16842.0,1264.19,3,2011-08-31 10:42:00,100
3302,16846.0,214.32,1,2011-10-20 13:55:00,49
3303,16847.0,193.44,1,2011-10-27 13:29:00,42
3304,16848.0,281.42,1,2011-10-18 08:42:00,52
3305,16849.0,124.57,1,2011-06-06 09:16:00,186
3306,16850.0,332.41,1,2011-01-10 11:09:00,333
3307,16851.0,342.45,3,2011-12-05 13:32:00,3
3308,16852.0,144.91000000000003,2,2011-11-29 13:22:00,9
3309,16855.0,328.4,2,2011-11-16 12:03:00,23
3310,16856.0,35.400000000000006,1,2011-11-25 08:59:00,14
3311,16858.0,375.69000000000005,1,2010-12-06 09:52:00,368
3312,16859.0,747.81,2,2011-07-18 12:19:00,144
3313,16861.0,173.76,2,2011-10-11 09:05:00,59
3314,16863.0,502.8,2,2011-11-08 15:26:00,30
3315,16866.0,207.73999999999998,3,2011-07-22 10:06:00,140
3316,16869.0,825.42,4,2011-11-17 12:02:00,22
3317,16871.0,2812.34,6,2011-11-17 19:27:00,21
3318,16872.0,680.02,3,2011-09-23 16:05:00,76
3320,16875.0,2095.53,5,2011-10-03 13:39:00,66
3321,16877.0,853.72,6,2011-11-27 13:47:00,11
3322,16878.0,13.3,1,2011-09-16 17:39:00,83
3323,16880.0,1519.08,7,2011-11-09 11:33:00,30
3324,16881.0,432.0,1,2011-10-04 10:33:00,66
3325,16882.0,705.12,3,2011-10-04 10:42:00,66
3326,16883.0,276.73,2,2011-06-05 12:51:00,186
3327,16884.0,429.84000000000003,2,2011-11-02 11:52:00,37
3328,16885.0,471.51,3,2011-11-24 13:40:00,14
3329,16887.0,194.88,1,2011-11-04 14:07:00,34
3330,16889.0,1578.67,3,2011-05-29 11:05:00,194
3331,16891.0,809.7,5,2011-12-08 11:15:00,1
3332,16892.0,525.54,5,2011-12-08 13:18:00,0
3333,16893.0,145.93,1,2010-12-08 12:06:00,366
3334,16895.0,219.14,1,2011-10-06 12:15:00,64
3335,16897.0,289.78,2,2011-02-13 15:02:00,298
3336,16898.0,508.81,3,2011-11-13 15:44:00,25
3337,16899.0,1281.56,6,2011-12-02 12:03:00,7
3338,16900.0,882.16,3,2011-11-23 10:32:00,16
3339,16902.0,1706.88,1,2011-08-15 14:17:00,115
3340,16903.0,373.24,1,2011-11-10 15:32:00,28
3342,16905.0,3102.43,7,2011-12-04 14:01:00,4
3343,16906.0,579.77,4,2011-09-19 11:49:00,81
3344,16907.0,981.65,5,2011-11-10 18:04:00,28
3345,16909.0,379.14,1,2011-09-28 16:45:00,71
3346,16910.0,1510.06,8,2011-12-05 12:51:00,3
3347,16912.0,2575.38,11,2011-11-11 12:18:00,28
3348,16913.0,113.44,1,2011-02-22 12:56:00,289
3349,16914.0,208.46,1,2011-11-03 15:27:00,35
3350,16915.0,621.6800000000001,6,2011-11-30 16:39:00,8
3351,16916.0,576.26,2,2011-11-16 12:08:00,23
3352,16917.0,391.52,1,2011-03-08 11:55:00,276
3353,16918.0,1068.82,6,2011-10-21 12:50:00,49
3354,16919.0,2596.45,11,2011-07-06 13:35:00,155
3355,16921.0,169.79,1,2011-10-09 16:22:00,60
3357,16924.0,846.75,3,2011-11-18 12:53:00,20
3358,16926.0,230.25,1,2010-12-03 13:42:00,370
3359,16927.0,543.05,3,2011-08-16 11:10:00,115
3361,16929.0,1295.39,7,2011-12-06 08:37:00,3
3362,16930.0,380.55,3,2011-11-13 16:13:00,25
3364,16932.0,161.94,1,2011-10-17 14:12:00,52
3365,16933.0,563.23,2,2011-12-08 12:54:00,0
3366,16934.0,950.9300000000001,2,2011-10-16 12:40:00,54
3367,16936.0,262.68,1,2011-11-14 11:04:00,25
3368,16938.0,2736.38,4,2011-12-01 10:20:00,8
3369,16940.0,3049.88,3,2011-10-18 13:15:00,51
3370,16942.0,1920.59,9,2011-11-27 12:40:00,12
3371,16943.0,816.73,3,2011-05-12 11:57:00,211
3373,16947.0,406.48,1,2011-04-18 09:38:00,235
3374,16948.0,435.02,3,2011-07-24 12:46:00,138
3375,16949.0,1286.27,6,2011-12-06 11:07:00,3
3376,16950.0,1178.56,3,2011-10-14 09:06:00,56
3377,16951.0,1277.75,3,2011-07-28 12:05:00,134
3378,16952.0,167.61,2,2011-08-22 13:03:00,108
3379,16953.0,20.8,1,2011-11-09 15:54:00,29
3380,16954.0,2085.08,9,2011-12-09 09:46:00,0
3381,16955.0,518.67,4,2011-06-08 10:36:00,184
3382,16956.0,308.74,1,2011-11-22 08:56:00,17
3383,16957.0,416.64,2,2011-04-14 13:56:00,238
3384,16959.0,117.35000000000001,1,2011-09-13 15:03:00,86
3385,16960.0,507.05,3,2011-11-01 11:35:00,38
3386,16961.0,234.17,1,2011-08-15 13:46:00,115
3387,16963.0,110.55000000000001,1,2011-06-05 13:48:00,186
3388,16965.0,201.19,1,2011-04-27 12:08:00,226
3389,16966.0,2154.97,7,2011-12-01 13:40:00,7
3390,16967.0,319.02,1,2011-06-03 14:24:00,188
3391,16968.0,439.43,2,2011-12-05 15:02:00,3
3392,16969.0,650.41,3,2011-10-31 13:12:00,38
3393,16971.0,357.21,1,2011-11-01 15:06:00,37
3394,16976.0,251.51999999999998,1,2011-03-17 16:33:00,266
3395,16978.0,344.33,1,2011-09-23 12:50:00,77
3396,16979.0,1852.0,6,2011-12-06 12:21:00,3
3397,16980.0,1078.96,2,2011-03-29 16:36:00,254
3398,16982.0,384.06,1,2011-10-10 12:28:00,60
3399,16983.0,1931.25,7,2011-11-27 12:10:00,12
3402,16986.0,1873.2,2,2011-11-10 11:55:00,29
3403,16987.0,1625.05,7,2011-12-06 17:26:00,2
3404,16988.0,126.12,1,2011-12-04 16:02:00,4
3405,16989.0,1133.25,6,2011-12-02 16:39:00,6
3406,16990.0,179.0,1,2011-05-05 08:30:00,218
3407,16992.0,1614.31,5,2011-11-29 11:50:00,10
3408,16996.0,1456.96,6,2011-11-09 16:43:00,29
3409,16997.0,702.0,3,2011-02-24 17:28:00,287
3410,16998.0,295.0,4,2011-07-13 09:44:00,149
3411,16999.0,484.82,2,2011-11-16 13:53:00,22
3413,17002.0,1493.73,3,2011-09-15 12:40:00,85
3414,17004.0,1412.94,2,2011-10-24 14:25:00,45
3415,17006.0,781.78,4,2011-12-05 12:09:00,4
3416,17007.0,889.9300000000001,6,2011-10-20 10:47:00,50
3417,17010.0,195.36,1,2011-11-21 14:49:00,17
3418,17011.0,270.9,1,2011-11-09 13:30:00,29
3419,17014.0,586.33,3,2011-12-01 14:09:00,7
3420,17015.0,1842.56,3,2011-11-11 10:45:00,28
3422,17018.0,920.1,2,2011-10-30 11:42:00,40
3423,17019.0,1272.61,4,2011-11-28 13:06:00,10
3424,17022.0,71.0,1,2011-11-08 17:09:00,30
3425,17024.0,95.85,3,2011-10-25 13:47:00,44
3426,17025.0,357.77,3,2011-10-10 09:06:00,60
3427,17026.0,154.82999999999998,2,2011-06-07 14:28:00,184
3428,17027.0,890.29,6,2011-09-22 12:24:00,78
3429,17029.0,716.0,2,2011-08-21 11:06:00,110
3430,17030.0,146.87,1,2011-10-07 08:49:00,63
3431,17031.0,380.35,2,2011-11-28 10:23:00,11
3432,17033.0,1030.14,3,2011-09-14 14:34:00,85
3433,17034.0,745.52,3,2011-11-23 15:14:00,15
3434,17035.0,433.53000000000003,2,2011-04-08 11:23:00,245
3435,17037.0,1267.32,1,2011-09-13 12:49:00,87
3436,17038.0,112.4,1,2011-11-09 13:50:00,29
3437,17040.0,449.73,1,2011-07-25 10:19:00,137
3438,17041.0,1081.57,3,2011-11-13 11:21:00,26
3439,17042.0,1044.3799999999999,5,2011-12-07 12:26:00,2
3440,17043.0,1735.18,4,2011-11-07 15:33:00,31
3441,17044.0,948.48,1,2011-11-14 14:28:00,24
3442,17045.0,339.44,3,2011-08-18 17:09:00,112
3443,17046.0,642.02,1,2011-07-05 14:24:00,156
3444,17047.0,1100.9,3,2011-09-15 13:27:00,84
3445,17048.0,925.35,3,2011-08-14 11:49:00,117
3447,17050.0,3228.84,6,2011-09-04 13:48:00,95
3448,17051.0,247.14000000000001,1,2011-05-29 14:13:00,193
3449,17052.0,413.75,1,2011-11-11 14:50:00,27
3450,17053.0,498.48,1,2011-08-01 10:23:00,130
3451,17054.0,1356.33,5,2011-11-11 12:56:00,27
3452,17058.0,1179.89,3,2011-09-19 10:13:00,81
3453,17059.0,3095.04,5,2011-11-10 12:27:00,29
3454,17060.0,234.24,1,2011-03-18 13:27:00,265
3456,17062.0,538.37,4,2011-01-30 11:01:00,313
3457,17063.0,1461.14,7,2011-11-18 16:19:00,20
3458,17064.0,859.35,3,2011-10-12 10:18:00,58
3460,17069.0,2709.7000000000003,9,2011-11-11 17:13:00,27
3461,17070.0,312.14,1,2011-08-17 17:01:00,113
3462,17071.0,2429.03,9,2011-11-11 16:31:00,27
3463,17073.0,1446.09,4,2011-11-22 11:47:00,17
3464,17075.0,834.12,4,2011-11-22 11:58:00,17
3465,17076.0,841.0799999999999,3,2011-11-03 17:53:00,35
3466,17078.0,378.2,2,2011-11-03 19:17:00,35
3467,17079.0,118.80000000000001,1,2011-09-22 15:34:00,77
3468,17080.0,287.62,2,2011-11-17 12:59:00,21
3469,17081.0,290.16,2,2011-11-14 12:56:00,24
3470,17082.0,2003.85,2,2011-11-06 15:17:00,32
3471,17083.0,1405.78,3,2011-08-22 15:43:00,108
3472,17084.0,2949.75,2,2011-11-04 14:54:00,34
3473,17085.0,1566.65,5,2011-08-08 14:15:00,122
3474,17086.0,2050.08,6,2011-12-02 13:54:00,6
3475,17088.0,1991.01,4,2011-11-11 14:23:00,27
3476,17090.0,2043.95,7,2011-12-05 13:44:00,3
3478,17092.0,1777.78,4,2011-10-20 19:51:00,49
3479,17094.0,302.0,1,2011-01-21 13:09:00,321
3480,17095.0,1324.16,3,2011-11-17 12:21:00,22
3481,17096.0,1022.13,4,2011-11-24 15:01:00,14
3482,17097.0,954.42,8,2011-12-07 17:05:00,1
3483,17100.0,971.74,2,2011-11-21 16:36:00,17
3484,17101.0,1621.73,4,2011-11-29 13:57:00,9
3485,17102.0,25.5,1,2011-03-23 10:08:00,261
3486,17105.0,665.78,2,2011-07-03 15:53:00,158
3488,17109.0,885.04,6,2011-11-10 16:59:00,28
3489,17110.0,163.29999999999998,1,2011-06-27 12:58:00,164
3490,17111.0,248.61,1,2011-10-23 15:59:00,46
3491,17114.0,808.62,8,2011-12-04 12:17:00,5
3492,17115.0,837.5,3,2011-12-01 14:30:00,7
3493,17117.0,116.19999999999999,1,2011-02-24 13:54:00,287
3494,17118.0,157.02,1,2011-01-26 12:19:00,317
3495,17119.0,606.91,2,2011-12-06 14:40:00,2
3496,17120.0,307.46,1,2011-04-20 15:21:00,232
3497,17122.0,138.32,1,2011-08-12 14:33:00,118
3498,17123.0,345.29999999999995,1,2011-07-01 10:47:00,161
3499,17124.0,298.89,1,2011-06-07 14:02:00,184
3500,17125.0,259.35,1,2011-10-20 14:41:00,49
3501,17126.0,1004.75,5,2011-07-10 13:52:00,151
3502,17128.0,157.09,1,2011-01-09 12:02:00,334
3503,17131.0,2463.17,5,2011-12-04 12:52:00,4
3505,17134.0,425.0,2,2011-08-25 09:53:00,106
3506,17135.0,1139.73,7,2011-11-23 16:48:00,15
3507,17138.0,380.5,1,2011-03-09 11:54:00,275
3509,17140.0,465.32,1,2011-04-06 13:33:00,246
3510,17142.0,579.0,1,2011-04-14 18:22:00,238
3511,17144.0,984.57,2,2011-12-08 17:57:00,0
3512,17146.0,749.78,3,2011-08-26 12:44:00,105
3513,17147.0,1714.59,4,2011-11-17 12:32:00,22
3514,17148.0,124.88,1,2011-10-19 09:59:00,51
3515,17152.0,1689.5,3,2011-05-29 12:19:00,194
3516,17153.0,213.78,1,2011-11-15 13:42:00,23
3517,17154.0,329.34,1,2011-09-25 13:42:00,74
3518,17155.0,251.70000000000002,2,2011-11-22 12:38:00,17
3519,17157.0,319.0,2,2011-12-02 09:10:00,7
3520,17158.0,1266.97,3,2011-11-07 15:15:00,31
3521,17159.0,1538.88,3,2011-11-18 10:52:00,21
3522,17160.0,3518.03,6,2011-11-08 14:05:00,30
3523,17162.0,1715.46,10,2011-11-11 11:34:00,28
3524,17163.0,293.1,2,2011-11-18 08:57:00,21
3525,17164.0,2467.35,7,2011-11-07 09:14:00,32
3526,17165.0,158.68,1,2011-02-28 16:39:00,283
3527,17166.0,206.34,2,2011-11-01 09:46:00,38
3528,17169.0,835.78,2,2011-10-13 10:25:00,57
3529,17171.0,224.91,1,2011-02-23 16:37:00,288
3530,17172.0,317.76,1,2011-09-22 09:36:00,78
3532,17174.0,59.9,1,2011-05-06 11:47:00,217
3533,17175.0,1443.69,4,2011-10-26 15:31:00,43
3534,17176.0,306.13,1,2011-05-22 12:41:00,201
3535,17179.0,711.79,3,2011-06-14 16:48:00,177
3536,17180.0,796.03,4,2011-10-14 15:46:00,55
3537,17181.0,239.92000000000002,2,2011-10-13 14:48:00,56
3538,17183.0,3347.31,6,2011-12-02 10:07:00,7
3539,17186.0,144.0,2,2011-10-24 10:20:00,46
3540,17187.0,203.95,1,2011-04-27 12:39:00,226
3541,17188.0,2474.23,7,2011-11-28 13:53:00,10
3542,17189.0,384.40000000000003,2,2011-08-25 19:39:00,105
3543,17190.0,444.74,2,2011-10-12 11:33:00,58
3544,17191.0,2095.13,7,2011-11-11 16:58:00,27
3545,17193.0,1699.3000000000002,7,2011-11-04 12:47:00,35
3546,17194.0,262.62,2,2011-03-11 12:05:00,273
3547,17197.0,1013.01,1,2011-11-10 10:32:00,29
3548,17198.0,692.22,3,2011-11-16 10:39:00,23
3549,17201.0,342.63,1,2011-10-17 11:55:00,53
3550,17203.0,3563.85,6,2011-11-04 12:27:00,35
3551,17204.0,1564.56,4,2011-06-17 14:46:00,174
3552,17205.0,384.08,1,2011-10-17 12:46:00,53
3553,17206.0,204.24,1,2011-10-17 13:25:00,52
3554,17211.0,2317.2200000000003,8,2011-11-13 12:03:00,26
3555,17212.0,226.85,1,2011-03-31 19:42:00,252
3556,17213.0,2781.23,7,2011-10-30 14:53:00,39
3557,17214.0,1069.1200000000001,6,2011-10-10 13:17:00,59
3558,17217.0,113.5,1,2011-04-19 17:19:00,233
3559,17218.0,1960.72,10,2011-12-05 13:52:00,3
3560,17219.0,114.23,1,2011-11-08 11:25:00,31
3562,17221.0,335.13,2,2011-12-02 13:35:00,6
3563,17222.0,354.15,1,2011-10-05 13:58:00,64
3564,17223.0,426.79,2,2011-02-02 15:57:00,309
3565,17226.0,393.49,1,2011-02-04 11:52:00,308
3566,17227.0,939.32,6,2011-11-21 10:51:00,18
3567,17228.0,1906.09,8,2011-11-24 10:24:00,15
3568,17229.0,318.76,2,2011-09-04 13:56:00,95
3569,17230.0,3638.41,8,2011-03-20 16:12:00,263
3570,17231.0,3174.32,10,2011-11-27 15:18:00,11
3571,17232.0,421.52,2,2011-12-07 12:21:00,2
3572,17233.0,190.88,1,2011-11-04 14:06:00,34
3573,17234.0,149.89000000000001,1,2011-06-10 11:20:00,182
3574,17235.0,550.06,2,2011-11-14 15:51:00,24
3575,17236.0,916.13,6,2011-11-27 12:00:00,12
3576,17237.0,314.69,2,2011-11-28 15:02:00,10
3578,17239.0,382.5,1,2011-01-31 09:41:00,312
3579,17242.0,1135.04,2,2011-08-23 14:55:00,107
3581,17244.0,954.9,1,2011-10-17 15:19:00,52
3582,17245.0,171.45,1,2011-05-19 10:43:00,204
3583,17247.0,282.19,1,2011-11-24 15:21:00,14
3584,17248.0,318.65,1,2011-08-11 13:34:00,119
3585,17250.0,384.52,2,2011-12-06 12:15:00,3
3586,17251.0,283.28000000000003,1,2010-12-12 11:06:00,362
3587,17252.0,353.86,2,2011-08-15 09:45:00,116
3588,17253.0,178.26,1,2011-11-21 12:59:00,17
3589,17254.0,272.44,2,2011-12-05 12:46:00,4
3590,17255.0,298.41,2,2011-10-30 12:18:00,40
3591,17256.0,240.0,2,2011-08-24 13:30:00,106
3592,17259.0,603.37,2,2011-07-14 15:01:00,147
3593,17262.0,1253.3600000000001,5,2011-10-18 12:56:00,51
3594,17263.0,63.440000000000005,1,2011-05-15 14:32:00,207
3595,17265.0,562.9,2,2011-07-24 10:49:00,138
3596,17266.0,310.64,3,2011-12-07 14:12:00,1
3597,17267.0,317.62,2,2011-08-04 17:22:00,126
3598,17268.0,763.64,4,2011-08-24 10:06:00,107
3599,17272.0,2148.63,4,2011-10-28 16:37:00,41
3600,17274.0,111.97999999999999,1,2011-11-04 13:16:00,34
3601,17277.0,1065.3500000000001,2,2011-04-26 12:47:00,227
3602,17278.0,246.04,1,2011-04-12 13:10:00,240
3603,17279.0,187.82999999999998,1,2011-10-13 11:58:00,57
3604,17282.0,1703.41,3,2011-08-01 14:29:00,129
3605,17284.0,1652.58,6,2011-10-10 14:38:00,59
3606,17286.0,153.92,1,2011-11-18 12:47:00,21
3607,17287.0,1064.11,7,2011-11-13 13:27:00,25
3608,17288.0,1419.73,7,2011-11-30 16:09:00,8
3609,17289.0,944.41,3,2011-11-08 12:01:00,31
3610,17290.0,525.24,2,2011-12-06 12:38:00,3
3611,17291.0,550.8000000000001,1,2011-02-04 13:04:00,307
3612,17293.0,1875.1100000000001,9,2011-12-01 14:37:00,7
3613,17295.0,556.95,3,2011-11-11 10:49:00,28
3614,17297.0,131.78,1,2011-11-22 14:43:00,16
3615,17298.0,498.42,2,2011-08-30 16:43:00,100
3616,17299.0,669.11,4,2011-11-28 12:01:00,11
3617,17301.0,197.63,1,2011-11-18 13:43:00,20
3618,17302.0,1135.63,5,2011-11-25 09:36:00,14
3619,17303.0,250.04,1,2010-12-13 13:32:00,360
3621,17309.0,82.75,1,2011-09-05 15:20:00,94
3622,17311.0,1384.85,2,2011-09-22 14:11:00,77
3623,17312.0,644.3,3,2011-07-24 11:52:00,138
3624,17313.0,2328.84,1,2011-11-08 15:45:00,30
3625,17314.0,2527.92,8,2011-11-15 09:41:00,24
3627,17317.0,2600.34,3,2011-10-24 17:19:00,45
3628,17320.0,1200.6200000000001,3,2011-08-31 13:31:00,99
3629,17321.0,700.86,2,2011-12-01 13:41:00,7
3630,17323.0,921.07,7,2011-11-24 17:29:00,14
3631,17324.0,990.23,4,2011-11-22 10:34:00,17
3632,17325.0,96.8,1,2011-03-04 13:09:00,279
3633,17329.0,523.11,2,2011-11-25 14:24:00,13
3634,17330.0,363.9,2,2011-11-17 08:56:00,22
3635,17331.0,175.2,1,2011-08-08 11:55:00,123
3636,17333.0,494.25,1,2011-09-15 10:11:00,85
3637,17334.0,307.02,2,2011-02-10 14:59:00,301
3638,17337.0,2027.8700000000001,4,2011-07-11 14:55:00,150
3640,17339.0,243.36,2,2011-09-06 13:29:00,93
3642,17341.0,781.36,3,2011-07-06 12:33:00,156
3643,17343.0,193.64,1,2010-12-19 15:07:00,354
3644,17344.0,160.57,1,2011-10-24 12:56:00,45
3645,17345.0,537.74,4,2011-11-24 15:03:00,14
3647,17347.0,228.96,1,2011-09-14 13:12:00,85
3648,17348.0,1159.52,5,2011-11-25 11:25:00,14
3649,17349.0,110.75,1,2011-06-13 14:29:00,178
3650,17350.0,1286.07,4,2011-12-01 15:47:00,7
3651,17351.0,587.15,3,2011-11-03 18:45:00,35
3652,17353.0,1740.0,2,2011-08-02 17:19:00,128
3653,17354.0,1393.06,1,2011-10-20 10:34:00,50
3654,17356.0,178.22,1,2011-02-01 11:07:00,311
3655,17357.0,388.14,2,2011-11-15 16:30:00,23
3656,17358.0,365.85,2,2011-02-09 16:57:00,302
3657,17359.0,127.86,1,2011-11-28 14:37:00,10
3658,17360.0,585.79,3,2011-11-22 13:11:00,16
3659,17361.0,488.2,3,2011-10-21 15:43:00,48
3660,17362.0,312.23,2,2011-04-14 14:43:00,238
3663,17367.0,168.4,1,2011-04-15 14:21:00,237
3664,17368.0,1912.67,8,2011-11-16 15:26:00,22
3665,17370.0,446.18,4,2011-09-28 10:14:00,72
3666,17371.0,423.89,3,2011-11-22 13:30:00,16
3667,17372.0,1342.68,8,2011-10-30 11:37:00,40
3668,17373.0,646.92,4,2011-10-30 15:28:00,39
3669,17374.0,495.77,2,2011-05-05 09:05:00,218
3670,17375.0,400.1,3,2011-05-24 15:45:00,198
3671,17376.0,203.2,2,2011-09-30 12:36:00,70
3673,17379.0,404.66,1,2011-11-28 13:56:00,10
3675,17382.0,65.4,1,2011-10-05 13:05:00,64
3676,17383.0,199.29,1,2011-12-05 17:36:00,3
3677,17384.0,336.4,2,2011-11-20 15:48:00,18
3678,17385.0,261.11,1,2011-11-25 11:02:00,14
3679,17386.0,2686.42,6,2011-12-02 11:28:00,7
3680,17387.0,784.11,2,2011-11-20 11:00:00,19
3681,17388.0,1259.56,4,2011-09-23 10:31:00,77
3683,17391.0,508.8,2,2011-06-29 09:58:00,163
3684,17392.0,457.91,2,2011-02-06 12:48:00,306
3685,17394.0,203.86999999999998,1,2011-05-04 13:22:00,218
3687,17397.0,696.41,2,2011-11-17 14:08:00,21
3688,17398.0,653.38,3,2011-08-17 09:48:00,114
3689,17400.0,2129.96,5,2011-08-05 15:38:00,125
3691,17403.0,281.62,1,2011-11-03 15:18:00,35
3693,17405.0,1031.41,3,2011-12-08 17:12:00,0
3694,17406.0,2200.42,3,2011-01-10 15:07:00,332
3695,17408.0,32.65,1,2011-06-29 12:53:00,162
3696,17409.0,771.85,2,2011-06-08 10:36:00,184
3697,17410.0,1214.72,5,2011-11-23 15:46:00,15
3698,17411.0,778.94,3,2011-11-27 14:25:00,11
3699,17412.0,1258.06,7,2011-12-07 11:36:00,2
3700,17414.0,778.0,2,2011-10-27 12:13:00,43
3701,17415.0,507.84,1,2011-09-21 12:50:00,79
3703,17418.0,463.46000000000004,2,2011-10-28 13:00:00,41
3705,17420.0,598.83,3,2011-10-20 14:52:00,49
3706,17422.0,1979.37,6,2011-11-23 13:27:00,15
3707,17423.0,698.41,2,2011-10-24 13:36:00,45
3708,17425.0,759.17,2,2011-11-20 15:30:00,18
3710,17427.0,100.8,1,2011-09-29 11:29:00,71
3712,17429.0,524.9200000000001,3,2011-08-03 13:22:00,127
3713,17430.0,265.76,2,2011-11-07 09:24:00,32
3714,17431.0,403.3,1,2011-01-30 14:36:00,312
3715,17432.0,365.76,2,2011-11-21 17:33:00,17
3716,17433.0,303.15999999999997,1,2011-09-12 14:24:00,87
3717,17434.0,2373.82,7,2011-12-07 13:16:00,1
3718,17436.0,216.29999999999998,2,2011-12-08 12:30:00,1
3719,17438.0,388.45000000000005,1,2011-03-31 10:26:00,253
3720,17440.0,186.42000000000002,3,2011-07-06 11:54:00,156
3721,17442.0,2248.56,6,2011-11-03 09:17:00,36
3722,17443.0,534.24,1,2011-05-04 10:47:00,219
3723,17444.0,2389.1,2,2011-07-11 10:33:00,151
3724,17446.0,120.9,2,2011-06-16 10:42:00,176
3725,17447.0,541.53,2,2011-10-30 14:18:00,39
3726,17449.0,2520.86,7,2011-12-07 16:56:00,1
3728,17451.0,1721.4,7,2011-12-08 15:02:00,0
3729,17453.0,486.71999999999997,2,2011-11-22 09:42:00,17
3730,17454.0,517.53,4,2011-05-31 13:58:00,191
3731,17455.0,131.7,1,2011-05-20 12:31:00,203
3732,17456.0,249.86,1,2010-12-09 15:23:00,364
3733,17457.0,1737.7,5,2011-08-05 12:48:00,126
3734,17458.0,316.5,1,2011-11-24 13:01:00,14
3735,17459.0,657.3,2,2011-10-27 13:25:00,42
3736,17460.0,622.4300000000001,6,2011-09-06 15:04:00,93
3737,17461.0,757.46,3,2011-11-17 10:21:00,22
3738,17462.0,675.69,2,2011-10-10 13:56:00,59
3739,17463.0,1896.41,5,2011-11-23 13:40:00,15
3740,17464.0,289.96000000000004,1,2011-07-04 13:19:00,157
3741,17466.0,763.28,2,2011-11-29 13:15:00,9
3742,17468.0,137.0,2,2011-11-29 15:33:00,9
3743,17469.0,1870.97,5,2011-11-23 13:15:00,15
3744,17470.0,1125.07,5,2011-10-26 12:42:00,44
3745,17472.0,710.29,3,2011-06-01 14:57:00,190
3746,17475.0,194.37,1,2011-09-21 14:55:00,78
3747,17480.0,511.82,1,2011-09-23 11:39:00,77
3748,17481.0,1255.59,4,2011-12-06 12:28:00,3
3749,17483.0,414.04,3,2011-10-05 13:10:00,64
3750,17486.0,396.87,1,2011-03-23 14:00:00,260
3751,17489.0,376.64,2,2011-10-12 08:56:00,58
3752,17490.0,2092.32,7,2011-12-09 09:08:00,0
3753,17491.0,3558.87,10,2011-12-08 16:18:00,0
3754,17492.0,374.57,1,2011-04-05 15:21:00,247
3755,17495.0,497.56,2,2011-12-02 12:08:00,7
3756,17496.0,271.05,1,2010-12-16 08:39:00,358
3757,17498.0,272.22,1,2011-09-25 12:25:00,75
3758,17499.0,622.88,1,2011-02-23 09:14:00,289
3759,17500.0,1138.0,3,2011-11-22 14:25:00,16
3760,17501.0,288.6,2,2011-05-03 09:47:00,220
3761,17502.0,689.1,4,2011-11-30 13:13:00,8
3762,17503.0,558.96,2,2011-12-07 09:18:00,2
3763,17504.0,2997.0299999999997,9,2011-05-17 12:59:00,205
3764,17505.0,1145.84,2,2011-07-01 12:50:00,161
3765,17506.0,302.2,1,2011-09-25 11:39:00,75
3766,17507.0,605.58,2,2011-03-23 11:48:00,261
3767,17508.0,387.31,1,2011-03-04 08:10:00,280
3769,17510.0,308.48,1,2011-11-15 10:00:00,24
3771,17512.0,2924.9900000000002,10,2011-11-11 12:11:00,28
3772,17513.0,513.2,1,2011-09-28 16:42:00,71
3773,17514.0,208.65,1,2011-08-03 15:45:00,127
3774,17515.0,639.02,4,2011-11-08 14:04:00,30
3775,17516.0,768.08,5,2011-11-24 16:51:00,14
3776,17517.0,153.94,1,2011-02-04 11:48:00,308
3777,17519.0,1844.02,6,2011-11-22 16:43:00,16
3778,17520.0,546.81,1,2011-10-17 12:04:00,53
3779,17521.0,723.2099999999999,3,2011-11-10 11:22:00,29
3780,17522.0,1070.71,5,2011-12-08 12:31:00,1
3781,17523.0,652.74,4,2011-11-28 13:20:00,10
3782,17524.0,145.0,1,2010-12-13 14:32:00,360
3783,17525.0,422.70000000000005,1,2010-12-15 12:05:00,359
3784,17526.0,1195.8999999999999,4,2011-12-05 11:05:00,4
3785,17527.0,939.37,4,2011-10-17 12:32:00,53
3786,17528.0,3628.5,8,2011-12-08 13:27:00,0
